row_names	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Species
ASV327	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV328	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV329	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV330	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV331	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV332	Eukaryota	Metazoa	Annelida	Polychaeta	Sabellida	Sabellidae	Chone	NA
ASV333	Eukaryota	Dictyochophyceae	Dictyochophyceae	Dictyochophyceae	Dictyochales	NA	Vicicitus	NA
ASV334	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV335	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV336	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	NA	NA
ASV337	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV338	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV339	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV340	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV341	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV342	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV343	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV344	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV345	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV346	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV347	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV348	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV349	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV350	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV351	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV352	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV353	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV354	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV355	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV356	Eukaryota	Bacillariophyta	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassionema	NA
ASV357	Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Macrostomida	Microstomidae	Microstomum	NA
ASV358	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV359	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV360	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV361	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV362	Eukaryota	Haptista	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	NA
ASV363	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV364	Eukaryota	Viridiplantae	Chlorophyta	NA	NA	NA	NA	NA
ASV365	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
ASV366	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV367	Eukaryota	Chrysophyceae	Chrysophyceae	Chrysophyceae	NA	NA	NA	NA
ASV368	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV369	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV370	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV371	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV372	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV373	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV374	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV375	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV376	Eukaryota	Metazoa	Chordata	NA	NA	NA	NA	NA
ASV377	Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	NA
ASV378	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV379	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	NA
ASV380	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV381	Eukaryota	Metazoa	Mollusca	Gastropoda	Trochida	Tegulidae	Tegula	pulligo
ASV382	Eukaryota	Viridiplantae	Prasinodermophyta	Prasinodermophyceae	Prasinodermales	Prasinodermaceae	Prasinoderma	NA
ASV383	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV384	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV385	Eukaryota	Chrysophyceae	Chrysophyceae	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	NA
ASV386	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV387	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV388	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV389	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV390	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV391	Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Macrostomida	Microstomidae	Microstomum	NA
ASV392	Eukaryota	Phaeophyceae	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	Leathesia	NA
ASV393	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV394	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV395	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV396	Eukaryota	Metazoa	Mollusca	Bivalvia	Venerida	Veneridae	Humilaria	NA
ASV397	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV398	Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	NA
ASV399	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV400	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV401	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV402	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV403	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV404	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV405	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV406	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	NA	NA
ASV407	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA
ASV408	Eukaryota	Oomycota	Oomycota	NA	NA	NA	NA	NA
ASV409	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA
ASV410	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV411	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV412	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV413	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Cirratulidae	Dodecaceria	NA
ASV414	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV415	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV416	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV417	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	Eupolymnia	heterobranchia
ASV418	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV419	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV420	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV421	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV422	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV423	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV424	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV425	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV426	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV427	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Acrochaetiales	Acrochaetiaceae	Acrochaetium	NA
ASV428	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV429	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV430	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV431	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV432	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
ASV433	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV434	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	NA	NA	NA	NA
ASV435	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV436	Eukaryota	Oomycota	Oomycota	NA	NA	NA	NA	NA
ASV437	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV438	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV439	Eukaryota	Metazoa	Mollusca	Gastropoda	Cephalaspidea	Haminoeidae	Haminoea	vesicula
ASV440	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Chthamalidae	NA	NA
ASV441	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV442	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV443	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV444	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV445	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV446	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	NA
ASV447	Eukaryota	Oomycota	Oomycota	NA	Saprolegniales	Saprolegniaceae	NA	NA
ASV448	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV449	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV450	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV451	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV452	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV453	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV454	Eukaryota	Haptista	Haptista	Haptophyta	NA	NA	NA	NA
ASV455	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV456	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV457	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV458	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	NA
ASV459	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV460	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV461	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV462	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	NA
ASV463	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV464	Eukaryota	Bacillariophyta	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	NA
ASV465	Eukaryota	Metazoa	Nemertea	NA	NA	NA	NA	NA
ASV466	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV467	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV468	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV469	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV470	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Glyceridae	NA	NA
ASV471	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV472	Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	NA
ASV473	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV474	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV475	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Chthamalidae	NA	NA
ASV476	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV477	Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Phacellophora	NA
ASV478	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV479	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV480	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Syllidae	Typosyllis	sp.
ASV481	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV482	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
ASV483	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV484	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV485	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV486	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Aequoreidae	Aequorea	sp.
ASV487	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV488	Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	NA
ASV489	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV490	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV491	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV492	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV493	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV494	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV495	Eukaryota	Metazoa	Annelida	Polychaeta	Spionida	Spionidae	Scolelepis	NA
ASV496	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV497	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Chthamalidae	NA	NA
ASV498	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV499	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV500	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV501	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV502	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV503	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV504	Eukaryota	Metazoa	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	miniata
ASV505	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV506	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV507	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV508	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV509	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV510	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV511	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV512	Eukaryota	Metazoa	Rotifera	NA	NA	NA	NA	NA
ASV513	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Chthamalidae	NA	NA
ASV514	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV515	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV516	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV517	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV518	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV519	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV520	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	NA
ASV521	Eukaryota	Bacillariophyta	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	NA
ASV522	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Hesionidae	Micropodarke	dubia
ASV523	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV524	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Polynoidae	NA	NA
ASV525	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV526	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV527	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV528	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV529	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV530	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV531	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV532	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV533	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Podon	NA
ASV534	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV535	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV536	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV537	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV538	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV539	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV540	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV541	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV542	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV543	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV544	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV545	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV546	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA
ASV547	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV548	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV549	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV550	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV551	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV552	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV553	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV554	Eukaryota	Metazoa	Mollusca	Gastropoda	Cephalaspidea	Haminoeidae	Haminoea	virescens
ASV555	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV556	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV557	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV558	Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Phacellophora	NA
ASV559	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV560	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV561	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV562	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV563	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV564	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV565	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV566	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV567	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV568	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV569	Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Macrostomida	Microstomidae	Microstomum	NA
ASV570	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV571	Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	NA
ASV572	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	NA	NA	NA
ASV573	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV574	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA
ASV575	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV576	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV577	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV578	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV579	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV580	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV581	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV582	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV583	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV584	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV585	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV586	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV587	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV588	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV589	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV590	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV591	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV592	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV593	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV594	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV595	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV596	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV597	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV598	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV599	Eukaryota	Viridiplantae	Chlorophyta	NA	NA	NA	NA	NA
ASV600	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV601	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV602	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV603	Eukaryota	Haptista	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	NA
ASV604	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV605	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV606	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV607	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV608	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Acrochaetiales	Acrochaetiaceae	Acrochaetium	NA
ASV609	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV610	Eukaryota	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA
ASV611	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV612	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Polynoidae	Halosydna	NA
ASV613	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV614	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV615	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV616	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV617	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV618	Eukaryota	Metazoa	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV619	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV620	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV621	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV622	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV623	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV624	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV625	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV626	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV627	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV628	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV629	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV630	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV631	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV632	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV633	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV634	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV635	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV636	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV637	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV638	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV639	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV640	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV641	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV642	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV643	Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Phacellophora	NA
ASV644	Eukaryota	Bacillariophyta	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	NA
ASV645	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV646	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV647	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV648	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV649	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV650	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV651	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV652	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV653	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV654	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV655	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV656	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV657	Eukaryota	NA	NA	NA	NA	NA	NA	NA
